Year,SiteN,PlotN,NumFires11to14,ShrubCov,ACERUB,ALEFAR,ALNSER,AMEOBO,ANDGER,ANDGLO,ANDGYR,ANDSP,ARISTR,AROARB,ARUTEC,ASCRUB,BAPTIN,CARBEL,CARSP,CARTOM,CENVIR,CHALAX,CHATHY,CHATOM,CHRMAR,CIRREP,CLEALN,CLIMAR,COMERE,CORMAJ,CORVER,CTEARO,CUTGRA,CYRRAC,DICACU,DICLUC,DICSP,DIOTER,DIOVIL,DIOVIR,DOESER,ELENUD,EUBRAC,EUPALB,EUPCOM,EUPCUR,EUPIPE,EUPLEU,EUPPIL,EUPPUB,EUPROT,FOTGAR,GALREG,GAYDUM,GAYFRO,HEXMIN,HYPHYP,ILECOR,ILEGLA,ILEOPA,IPOPAN,IRIVER,KALCUN,LACGRA,LESCAP,LESHIR,LIACOK,LIQSTY,LIRTUL,LYOLIG,LYOLUC,LYOMAR,LYSQUA,MAGVIR,MORCAR,MORCER,NYSSYL,ORBPED,OSMCIN,OSMREG,OXYARB,PARQUI,PERPAL,PINPAL,PINSER,PITASP,POLBIF,POLLUT,PTEAQU,QUEINC,QUELAE,QUEMARG,QUEMARI,QUENIG,RHEALI,RHEMAR,RHEPET,RHOATL,RHUCOP,ROBNAN,RUBSP,SASALB,SCHSCO,SCLTRI,SERAST,SERLIN,SERTOR,SMIGLA,SMILAU,SMIPSE,SMIROT,SOLODO,SORELL,SORNUT,STYBIF,SYMTIN,SYMWAL,TEPVIR,TOXPUB,TOXRAD,TOXVER,TRAURE,UVUPUB,VACCRA,VACFOR,VACFUS,VACSTA,VACTEN,VERACA,VERANG,VIBNUD,VIOPED,VITROT,WOOARE,WOOVIR,XYRSP,ZIGGLA
2014,17,1,0,35,0,0,40,0,0,0,0,7,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17.5,0,0,0,0,95,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,5,0,0,0,0,8,0,0.1,0,1,0,46,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
2014,17,2,0,225,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,5,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.5,1,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0
2014,17,3,0,646,0,0,0,0,0,0,0,0,0,6,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,228,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,6.5,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,18,1,2,1,0,0,0,0,0,0,0,0.5,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0.5,8,0,0,0,5.1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,18,2,2,128,0,0,0,0,0,0,0,0,0,0.5,24,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,19,1,0,87,0,0,0,0,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.5,0,0,0,3.5,0,0,0,0,0,0,0,0,2.1,0,0.5,3,0,0,0,0,0,0,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,3.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19,2,0,268,2,0,83,0,0,0,0,2,17,1,6,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,3.5,0,0,0,0,0,1,5,0,0,10,61,0,3,0,33,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,39.5,0,0.5,0,0,0,0,0,0,0,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,32,0,0,0,0,0,0,0,0,0
2014,19,3,0,577,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,285,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,74,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2014,20,1,2,0,0,0,0,0,2,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,16.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,20,2,2,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,69,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,79,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2014,20,3,2,258.5,0,0,0,0,0,0,0,0,0,0.5,36,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,21,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,194,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,21,2,2,164.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,0,0,0,0,0,0,7,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0
2014,21,3,2,225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,180,0,0,0,162,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,22,0,0
2014,22,1,1,61,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,8,9,0,192,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,22,2,1,499.5,0,0,0,0,0,0,0,0,0,13.5,59,0,0,2,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,75,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2014,22,3,1,263,0,0,0,0,0,0,0,16,1,0,95,0,0,0,0,0,0,46,0,0,0,0,47,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,9,0,2,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,9,0,0,0,0,82,0,0,0,0,0,0,0,0.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2014,23,1,2,87,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,23,2,2,89,0,0,0,0,0,0,0,0,4,0,105,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,2,0,2.5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,51,0,0,26,4,0,0,0,0,0,0,4,0,0,0,5.5,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
2014,23,3,2,112,0,0,0,0,0,0,0,2,0,0,187,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,32,0,0,0,0,0,15,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2014,23,4,2,98,0,0,0,0,5,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2014,25,1,2,43,0.6,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1.5,0
2014,25,2,2,327,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,221,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2014,25,3,2,141,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0,0,0,4.5,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,25,4,2,139,27,0,0,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0.5,0,0,0,0,107,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2014,25,5,2,9,11,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2014,26,1,0,102,0.5,0,0,0,0,21,0,0,9.5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.1,0,0,0,0,21,0,0,0,1.5,0,0.5,0,0,0,0,4,0,0,61,0,7,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.5,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0
2014,26,2,0,299.5,7,0,0,0,0,38,0,0,6,0,62,0,0,2.1,0,0,0,14,0,0,0,0,117,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,60,0,56,0,0,0,0,0,0,0,0,274,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19.5,84,0,0,0,0,0,0,0,0,0,0,0
2014,27,1,1,26,0,0,0,0,0,0,0,6,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,51,0,0,0,0,0,1.5,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,27,2,1,177,0,0,0,0,0,0,0,8,6.5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,0,0,0,0,3,0,0,0,0.5,0,2,0,2,0,0,12,0,0,11,24,0,0,0,18,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,190,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1.5,0,0,3,0,0,0,0,11,0,0,0.5,19,3.5,0.5,30,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0
2014,27,3,1,451,0,0,0,0,0,0,0,0,0,24,52,0,0,0,0,0,0,3,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,4,0,0,0,140,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,160,0,0,0,78,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0
2014,28,1,2,44,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2014,28,2,2,213,0,0,0,0,0,0,0,2,13.5,0,0,0,0,0,0,0,0,0,0,7,0,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,11,0,0,0,0,132,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,19,0,0,0,1,0,0,0,0.5,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0.5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
2014,28,3,2,200,0,0,0,0,0,0,0,0,0,1,101,0,0,3.5,0,0,0,11,0,0,4,0,43,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,0,8,1,0,0,117,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,65,0,0,0,0,0,0.5,0,0,0,43,0,0,0,0,0,3.5,0,0,0,0,0,5,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,3,0,0,0,0,0,0,12,0.1,0
2014,29,1,1,13.1,0.1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,29,2,1,114,0.5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,30,1,2,11,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,73,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1.5,0
2014,30,2,2,166,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,53,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0
2014,30,3,2,100,5.1,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,35,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,48,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2014,30,4,2,145.1,9,0,0,0,0,0,0,1,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.5,0,0,0,0,0,52,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,3,0,0,0,38,0,0,0,57,0,0,0,0,0,92,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,32,1,1,0,0,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,0,14,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,36,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,32,2,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,32,3,1,44,0,0,0,0,0,0,0,3,26,0,47,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,152,1,2,39,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
2014,152,2,2,57.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3.5,0,0,0,0,0,0,0,5.5,19,0,0,0,21,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,16.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0